firstCol,numInsecure,total,proportion,year
Above 185% Poverty,3183.0,60078.0,5.298112453810047,2020
Below 185% Poverty,5694.0,21512.0,26.46894756415024,2020
Above 185% Poverty,2481.0,51623.0,4.80599732677295,2021
Below 185% Poverty,4648.0,19824.0,23.44632768361580,2021
Above 185% Poverty,2945.0,58867.0,5.002802928635740,2019
Below 185% Poverty,5562.0,22712.0,24.489256780556500,2019
